country,continent,year,population,life_expectancy,gdp_per_capita
New Zealand,Oceania,1967,2728150,71.52,14463.9
New Zealand,Oceania,1972,2929100,71.89,16046.0
New Zealand,Oceania,1977,3164900,72.22,16233.7
New Zealand,Oceania,1982,3210650,73.84,17632.4
New Zealand,Oceania,1987,3317166,74.32,19007.2
New Zealand,Oceania,1992,3437674,76.33,18363.3
New Zealand,Oceania,1997,3676187,77.55,21050.4
New Zealand,Oceania,2002,3908037,79.11,23189.8
New Zealand,Oceania,2007,4115771,80.204,25185.0
Nicaragua,Americas,1952,1165790,42.314,3112.4
Nicaragua,Americas,1957,1358828,45.432,3457.4
Nicaragua,Americas,1962,1590597,48.632,3634.4
Nicaragua,Americas,1967,1865490,51.884,4643.4
Nicaragua,Americas,1972,2182908,55.151,4688.6
Nicaragua,Americas,1977,2554598,57.47,5486.4
Nicaragua,Americas,1982,2979423,59.298,3470.3
Nicaragua,Americas,1987,3344353,62.008,2956.0
Nicaragua,Americas,1992,4017939,65.843,2170.2
Nicaragua,Americas,1997,4609572,68.426,2253.0
Nicaragua,Americas,2002,5146848,70.836,2474.5
Nicaragua,Americas,2007,5675356,72.899,2749.3
Niger,Africa,1952,3379468,37.444,761.9
Niger,Africa,1957,3692184,38.598,835.5
Niger,Africa,1962,4076008,39.487,997.8
Niger,Africa,1967,4534062,40.118,1054.4
Niger,Africa,1972,5060262,40.546,954.2
Niger,Africa,1977,5682086,41.291,808.9
Niger,Africa,1982,6437188,42.598,909.7
Niger,Africa,1987,7332638,44.555,668.3
Niger,Africa,1992,8392818,47.391,581.2
Niger,Africa,1997,9666252,51.313,580.3
Niger,Africa,2002,11140655,54.496,601.1
Niger,Africa,2007,12894865,56.867,619.7
Nigeria,Africa,1952,33119096,36.324,1077.3
Nigeria,Africa,1957,37173340,37.802,1100.6
Nigeria,Africa,1962,41871351,39.36,1150.9
Nigeria,Africa,1967,47287752,41.04,1014.5
Nigeria,Africa,1972,53740085,42.821,1698.4
Nigeria,Africa,1977,62209173,44.514,1982.0
Nigeria,Africa,1982,73039376,45.826,1577.0
Nigeria,Africa,1987,81551520,46.886,1385.0
Nigeria,Africa,1992,93364244,47.472,1619.8
Nigeria,Africa,1997,106207839,47.464,1624.9
Nigeria,Africa,2002,119901274,46.608,1615.3
Nigeria,Africa,2007,135031164,46.859,2014.0
Norway,Europe,1952,3327728,72.67,10095.4
Norway,Europe,1957,3491938,73.44,11654.0
Norway,Europe,1962,3638919,73.47,13450.4
Norway,Europe,1967,3786019,74.08,16361.9
Norway,Europe,1972,3933004,74.34,18965.1
Norway,Europe,1977,4043205,75.37,23311.3
Norway,Europe,1982,4114787,75.97,26298.6
Norway,Europe,1987,4186147,75.89,31541.0
Norway,Europe,1992,4286357,77.32,33965.7
Norway,Europe,1997,4405672,78.32,41283.2
Norway,Europe,2002,4535591,79.05,44684.0
Norway,Europe,2007,4627926,80.196,49357.2
Oman,Asia,1952,507833,37.578,1828.2
Oman,Asia,1957,561977,40.08,2242.7
Oman,Asia,1962,628164,43.165,2924.6
Oman,Asia,1967,714775,46.988,4720.9
Oman,Asia,1972,829050,52.143,10618.0
Oman,Asia,1977,1004533,57.367,11848.3
Oman,Asia,1982,1301048,62.728,12954.8
Oman,Asia,1987,1593882,67.734,18115.2
Oman,Asia,1992,1915208,71.197,18616.7
Oman,Asia,1997,2283635,72.499,19702.1
Oman,Asia,2002,2713462,74.193,19774.8
Oman,Asia,2007,3204897,75.64,22316.2
Pakistan,Asia,1952,41346560,43.436,684.6
Pakistan,Asia,1957,46679944,45.557,747.1
Pakistan,Asia,1962,53100671,47.67,803.3
Pakistan,Asia,1967,60641899,49.8,942.4
Pakistan,Asia,1972,69325921,51.929,1049.9
Pakistan,Asia,1977,78152686,54.043,1175.9
Pakistan,Asia,1982,91462088,56.158,1443.4
Pakistan,Asia,1987,105186881,58.245,1704.7
Pakistan,Asia,1992,120065004,60.838,1971.8
Pakistan,Asia,1997,135564834,61.818,2049.4
Pakistan,Asia,2002,153403524,63.61,2092.7
Pakistan,Asia,2007,169270617,65.483,2605.9
Panama,Americas,1952,940080,55.191,2480.4
Panama,Americas,1957,1063506,59.201,2961.8
Panama,Americas,1962,1215725,61.817,3536.5
Panama,Americas,1967,1405486,64.071,4421.0
Panama,Americas,1972,1616384,66.216,5364.2
Panama,Americas,1977,1839782,68.681,5351.9
Panama,Americas,1982,2036305,70.472,7009.6
Panama,Americas,1987,2253639,71.523,7034.8
Panama,Americas,1992,2484997,72.462,6618.7
Panama,Americas,1997,2734531,73.738,7113.7
Panama,Americas,2002,2990875,74.712,7356.0
Panama,Americas,2007,3242173,75.537,9809.2
Paraguay,Americas,1952,1555876,62.649,1952.3
Paraguay,Americas,1957,1770902,63.196,2046.2
Paraguay,Americas,1962,2009813,64.361,2148.0
Paraguay,Americas,1967,2287985,64.951,2299.4
Paraguay,Americas,1972,2614104,65.815,2523.3
Paraguay,Americas,1977,2984494,66.353,3248.4
Paraguay,Americas,1982,3366439,66.874,4258.5
Paraguay,Americas,1987,3886512,67.378,3998.9
Paraguay,Americas,1992,4483945,68.225,4196.4
Paraguay,Americas,1997,5154123,69.4,4247.4
Paraguay,Americas,2002,5884491,70.755,3783.7
Paraguay,Americas,2007,6667147,71.752,4172.8
Peru,Americas,1952,8025700,43.902,3758.5
Peru,Americas,1957,9146100,46.263,4245.3
Peru,Americas,1962,10516500,49.096,4957.0
Peru,Americas,1967,12132200,51.445,5788.1
Peru,Americas,1972,13954700,55.448,5937.8
Peru,Americas,1977,15990099,58.447,6281.3
Peru,Americas,1982,18125129,61.406,6434.5
Peru,Americas,1987,20195924,64.134,6360.9
Peru,Americas,1992,22430449,66.458,4446.4
Peru,Americas,1997,24748122,68.386,5838.3
Peru,Americas,2002,26769436,69.906,5909.0
Peru,Americas,2007,28674757,71.421,7408.9
Philippines,Asia,1952,22438691,47.752,1272.9
Philippines,Asia,1957,26072194,51.334,1547.9
Philippines,Asia,1962,30325264,54.757,1649.6
Philippines,Asia,1967,35356600,56.393,1814.1
Philippines,Asia,1972,40850141,58.065,1989.4
Philippines,Asia,1977,46850962,60.06,2373.2
Philippines,Asia,1982,53456774,62.082,2603.3
Philippines,Asia,1987,60017788,64.151,2189.6
Philippines,Asia,1992,67185766,66.458,2279.3
Philippines,Asia,1997,75012988,68.564,2536.5
Philippines,Asia,2002,82995088,70.303,2650.9
Philippines,Asia,2007,91077287,71.688,3190.5
Poland,Europe,1952,25730551,61.31,4029.3
Poland,Europe,1957,28235346,65.77,4734.3
Poland,Europe,1962,30329617,67.64,5338.8
Poland,Europe,1967,31785378,69.61,6557.2
Poland,Europe,1972,33039545,70.85,8006.5
Poland,Europe,1977,34621254,70.67,9508.1
Poland,Europe,1982,36227381,71.32,8451.5
Poland,Europe,1987,37740710,70.98,9082.4
Poland,Europe,1992,38370697,70.99,7738.9
Poland,Europe,1997,38654957,72.75,10159.6
Poland,Europe,2002,38625976,74.67,12002.2
Poland,Europe,2007,38518241,75.563,15389.9
Portugal,Europe,1952,8526050,59.82,3068.3
Portugal,Europe,1957,8817650,61.51,3774.6
Portugal,Europe,1962,9019800,64.39,4728.0
Portugal,Europe,1967,9103000,66.6,6361.5
Portugal,Europe,1972,8970450,69.26,9022.2
Portugal,Europe,1977,9662600,70.41,10172.5
Portugal,Europe,1982,9859650,72.77,11753.8
Portugal,Europe,1987,9915289,74.06,13039.3
Portugal,Europe,1992,9927680,74.86,16207.3
Portugal,Europe,1997,10156415,75.97,17641.0
Portugal,Europe,2002,10433867,77.29,19970.9
Portugal,Europe,2007,10642836,78.098,20509.6
Puerto Rico,Americas,1952,2227000,64.28,3082.0
Puerto Rico,Americas,1957,2260000,68.54,3907.2
Puerto Rico,Americas,1962,2448046,69.62,5108.3
Puerto Rico,Americas,1967,2648961,71.1,6929.3
Puerto Rico,Americas,1972,2847132,72.16,9123.0
Puerto Rico,Americas,1977,3080828,73.44,9770.5
Puerto Rico,Americas,1982,3279001,73.75,10331.0
Puerto Rico,Americas,1987,3444468,74.63,12281.3
Puerto Rico,Americas,1992,3585176,73.911,14641.6
Puerto Rico,Americas,1997,3759430,74.917,16999.4
Puerto Rico,Americas,2002,3859606,77.778,18855.6
Puerto Rico,Americas,2007,3942491,78.746,19328.7
Reunion,Africa,1952,257700,52.724,2718.9
Reunion,Africa,1957,308700,55.09,2769.5
Reunion,Africa,1962,358900,57.666,3173.7
Reunion,Africa,1967,414024,60.542,4021.2
Reunion,Africa,1972,461633,64.274,5047.7
Reunion,Africa,1977,492095,67.064,4319.8
Reunion,Africa,1982,517810,69.885,5267.2
Reunion,Africa,1987,562035,71.913,5303.4
Reunion,Africa,1992,622191,73.615,6101.3
Reunion,Africa,1997,684810,74.772,6071.9
Reunion,Africa,2002,743981,75.744,6316.2
Reunion,Africa,2007,798094,76.442,7670.1
Romania,Europe,1952,16630000,61.05,3144.6
Romania,Europe,1957,17829327,64.1,3943.4
Romania,Europe,1962,18680721,66.8,4735.0
Romania,Europe,1967,19284814,66.8,6470.9
Romania,Europe,1972,20662648,69.21,8011.4
Romania,Europe,1977,21658597,69.46,9356.4
Romania,Europe,1982,22356726,69.66,9605.3
Romania,Europe,1987,22686371,69.53,9696.3
Romania,Europe,1992,22797027,69.36,6598.4
Romania,Europe,1997,22562458,69.72,7346.5
Romania,Europe,2002,22404337,71.322,7885.4
Romania,Europe,2007,22276056,72.476,10808.5
Rwanda,Africa,1952,2534927,40.0,493.3
Rwanda,Africa,1957,2822082,41.5,540.3
Rwanda,Africa,1962,3051242,43.0,597.5
Rwanda,Africa,1967,3451079,44.1,511.0
Rwanda,Africa,1972,3992121,44.6,590.6
Rwanda,Africa,1977,4657072,45.0,670.1
Rwanda,Africa,1982,5507565,46.218,881.6
Rwanda,Africa,1987,6349365,44.02,848.0
Rwanda,Africa,1992,7290203,23.599,737.1
Rwanda,Africa,1997,7212583,36.087,589.9
Rwanda,Africa,2002,7852401,43.413,785.7
Rwanda,Africa,2007,8860588,46.242,863.1
Sao Tome and Principe,Africa,1952,60011,46.471,879.6
Sao Tome and Principe,Africa,1957,61325,48.945,860.7
Sao Tome and Principe,Africa,1962,65345,51.893,1071.6
Sao Tome and Principe,Africa,1967,70787,54.425,1384.8
Sao Tome and Principe,Africa,1972,76595,56.48,1533.0
Sao Tome and Principe,Africa,1977,86796,58.55,1737.6
Sao Tome and Principe,Africa,1982,98593,60.351,1890.2
Sao Tome and Principe,Africa,1987,110812,61.728,1516.5
Sao Tome and Principe,Africa,1992,125911,62.742,1428.8
Sao Tome and Principe,Africa,1997,145608,63.306,1339.1
Sao Tome and Principe,Africa,2002,170372,64.337,1353.1
Sao Tome and Principe,Africa,2007,199579,65.528,1598.4
Saudi Arabia,Asia,1952,4005677,39.875,6459.6
Saudi Arabia,Asia,1957,4419650,42.868,8157.6
Saudi Arabia,Asia,1962,4943029,45.914,11626.4
Saudi Arabia,Asia,1967,5618198,49.901,16903.0
Saudi Arabia,Asia,1972,6472756,53.886,24837.4
Saudi Arabia,Asia,1977,8128505,58.69,34167.8
Saudi Arabia,Asia,1982,11254672,63.012,33693.2
Saudi Arabia,Asia,1987,14619745,66.295,21198.3
Saudi Arabia,Asia,1992,16945857,68.768,24841.6
Saudi Arabia,Asia,1997,21229759,70.533,20586.7
Saudi Arabia,Asia,2002,24501530,71.626,19014.5
Saudi Arabia,Asia,2007,27601038,72.777,21654.8
Senegal,Africa,1952,2755589,37.278,1450.4
Senegal,Africa,1957,3054547,39.329,1567.7
Senegal,Africa,1962,3430243,41.454,1655.0
Senegal,Africa,1967,3965841,43.563,1612.4
Senegal,Africa,1972,4588696,45.815,1597.7
Senegal,Africa,1977,5260855,48.879,1561.8
Senegal,Africa,1982,6147783,52.379,1518.5
Senegal,Africa,1987,7171347,55.769,1441.7
Senegal,Africa,1992,8307920,58.196,1367.9
Senegal,Africa,1997,9535314,60.187,1392.4
Senegal,Africa,2002,10870037,61.6,1519.6
Senegal,Africa,2007,12267493,63.062,1712.5
Serbia,Europe,1952,6860147,57.996,3581.5
Serbia,Europe,1957,7271135,61.685,4981.1
Serbia,Europe,1962,7616060,64.531,6289.6
Serbia,Europe,1967,7971222,66.914,7991.7
Serbia,Europe,1972,8313288,68.7,10522.1
Serbia,Europe,1977,8686367,70.3,12980.7
Serbia,Europe,1982,9032824,70.162,15181.1
Serbia,Europe,1987,9230783,71.218,15870.9
Serbia,Europe,1992,9826397,71.659,9325.1
Serbia,Europe,1997,10336594,72.232,7914.3
Serbia,Europe,2002,10111559,73.213,7236.1
Serbia,Europe,2007,10150265,74.002,9786.5
Sierra Leone,Africa,1952,2143249,30.331,879.8
Sierra Leone,Africa,1957,2295678,31.57,1004.5
Sierra Leone,Africa,1962,2467895,32.767,1116.6
Sierra Leone,Africa,1967,2662190,34.113,1206.0
Sierra Leone,Africa,1972,2879013,35.4,1353.8
Sierra Leone,Africa,1977,3140897,36.788,1348.3
Sierra Leone,Africa,1982,3464522,38.445,1465.0
Sierra Leone,Africa,1987,3868905,40.006,1294.4
Sierra Leone,Africa,1992,4260884,38.333,1068.7
Sierra Leone,Africa,1997,4578212,39.897,574.6
Sierra Leone,Africa,2002,5359092,41.012,699.5
Sierra Leone,Africa,2007,6144562,42.568,862.5
Singapore,Asia,1952,1127000,60.396,2315.1
Singapore,Asia,1957,1445929,63.179,2843.1
Singapore,Asia,1962,1750200,65.798,3674.7
Singapore,Asia,1967,1977600,67.946,4977.4
Singapore,Asia,1972,2152400,69.521,8597.8
Singapore,Asia,1977,2325300,70.795,11210.1
Singapore,Asia,1982,2651869,71.76,15169.2
Singapore,Asia,1987,2794552,73.56,18861.5
Singapore,Asia,1992,3235865,75.788,24769.9
Singapore,Asia,1997,3802309,77.158,33519.5
Singapore,Asia,2002,4197776,78.77,36023.1
Singapore,Asia,2007,4553009,79.972,47143.2
Slovak Republic,Europe,1952,3558137,64.36,5074.7
Slovak Republic,Europe,1957,3844277,67.45,6093.3
Slovak Republic,Europe,1962,4237384,70.33,7481.1
Slovak Republic,Europe,1967,4442238,70.98,8412.9
Slovak Republic,Europe,1972,4593433,70.35,9674.2
Slovak Republic,Europe,1977,4827803,70.45,10922.7
Slovak Republic,Europe,1982,5048043,70.8,11348.5
Slovak Republic,Europe,1987,5199318,71.08,12037.3
Slovak Republic,Europe,1992,5302888,71.38,9498.5
Slovak Republic,Europe,1997,5383010,72.71,12126.2
Slovak Republic,Europe,2002,5410052,73.8,13638.8
Slovak Republic,Europe,2007,5447502,74.663,18678.3
Slovenia,Europe,1952,1489518,65.57,4215.0
Slovenia,Europe,1957,1533070,67.85,5862.3
Slovenia,Europe,1962,1582962,69.15,7402.3
Slovenia,Europe,1967,1646912,69.18,9405.5
Slovenia,Europe,1972,1694510,69.82,12383.5
Slovenia,Europe,1977,1746919,70.97,15277.0
Slovenia,Europe,1982,1861252,71.063,17866.7
Slovenia,Europe,1987,1945870,72.25,18678.5
Slovenia,Europe,1992,1999210,73.64,14214.7
Slovenia,Europe,1997,2011612,75.13,17161.1
Slovenia,Europe,2002,2011497,76.66,20660.0
Slovenia,Europe,2007,2009245,77.926,25768.3
Somalia,Africa,1952,2526994,32.978,1135.7
Somalia,Africa,1957,2780415,34.977,1258.1
Somalia,Africa,1962,3080153,36.981,1369.5
Somalia,Africa,1967,3428839,38.977,1284.7
Somalia,Africa,1972,3840161,40.973,1254.6
Somalia,Africa,1977,4353666,41.974,1451.0
Somalia,Africa,1982,5828892,42.955,1176.8
Somalia,Africa,1987,6921858,44.501,1093.2
Somalia,Africa,1992,6099799,39.658,927.0
Somalia,Africa,1997,6633514,43.795,930.6
Somalia,Africa,2002,7753310,45.936,882.1
Somalia,Africa,2007,9118773,48.159,926.1
South Africa,Africa,1952,14264935,45.009,4725.3
South Africa,Africa,1957,16151549,47.985,5487.1
South Africa,Africa,1962,18356657,49.951,5768.7
South Africa,Africa,1967,20997321,51.927,7114.5
South Africa,Africa,1972,23935810,53.696,7766.0
South Africa,Africa,1977,27129932,55.527,8028.7
South Africa,Africa,1982,31140029,58.161,8568.3
South Africa,Africa,1987,35933379,60.834,7825.8
South Africa,Africa,1992,39964159,61.888,7225.1
South Africa,Africa,1997,42835005,60.236,7479.2
South Africa,Africa,2002,44433622,53.365,7710.9
South Africa,Africa,2007,43997828,49.339,9269.7
Spain,Europe,1952,28549870,64.94,3834.0
Spain,Europe,1957,29841614,66.66,4564.8
Spain,Europe,1962,31158061,69.69,5693.8
Spain,Europe,1967,32850275,71.44,7993.5
Spain,Europe,1972,34513161,73.06,10638.8
Spain,Europe,1977,36439000,74.39,13236.9
Spain,Europe,1982,37983310,76.3,13926.2
Spain,Europe,1987,38880702,76.9,15765.0
Spain,Europe,1992,39549438,77.57,18603.1
Spain,Europe,1997,39855442,78.77,20445.3
Spain,Europe,2002,40152517,79.78,24835.5
Spain,Europe,2007,40448191,80.941,28821.1
Sri Lanka,Asia,1952,7982342,57.593,1083.5
Sri Lanka,Asia,1957,9128546,61.456,1072.5
Sri Lanka,Asia,1962,10421936,62.192,1074.5
Sri Lanka,Asia,1967,11737396,64.266,1135.5
Sri Lanka,Asia,1972,13016733,65.042,1213.4
Sri Lanka,Asia,1977,14116836,65.949,1348.8
Sri Lanka,Asia,1982,15410151,68.757,1648.1
Sri Lanka,Asia,1987,16495304,69.011,1876.8
Sri Lanka,Asia,1992,17587060,70.379,2153.7
Sri Lanka,Asia,1997,18698655,70.457,2664.5
Sri Lanka,Asia,2002,19576783,70.815,3015.4
Sri Lanka,Asia,2007,20378239,72.396,3970.1
Sudan,Africa,1952,8504667,38.635,1616.0
Sudan,Africa,1957,9753392,39.624,1770.3
Sudan,Africa,1962,11183227,40.87,1959.6
Sudan,Africa,1967,12716129,42.858,1688.0
Sudan,Africa,1972,14597019,45.083,1659.7
Sudan,Africa,1977,17104986,47.8,2203.0
Sudan,Africa,1982,20367053,50.338,1895.5
Sudan,Africa,1987,24725960,51.744,1507.8
Sudan,Africa,1992,28227588,53.556,1492.2
Sudan,Africa,1997,32160729,55.373,1632.2
Sudan,Africa,2002,37090298,56.369,1993.4
Sudan,Africa,2007,42292929,58.556,2602.4
Swaziland,Africa,1952,290243,41.407,1148.4
Swaziland,Africa,1957,326741,43.424,1244.7
Swaziland,Africa,1962,370006,44.992,1856.2
Swaziland,Africa,1967,420690,46.633,2613.1
Swaziland,Africa,1972,480105,49.552,3364.8
Swaziland,Africa,1977,551425,52.537,3781.4
Swaziland,Africa,1982,649901,55.561,3895.4
Swaziland,Africa,1987,779348,57.678,3984.8
Swaziland,Africa,1992,962344,58.474,3553.0
Swaziland,Africa,1997,1054486,54.289,3876.8
Swaziland,Africa,2002,1130269,43.869,4128.1
Swaziland,Africa,2007,1133066,39.613,4513.5
Sweden,Europe,1952,7124673,71.86,8527.8
Sweden,Europe,1957,7363802,72.49,9911.9
Sweden,Europe,1962,7561588,73.37,12329.4
Sweden,Europe,1967,7867931,74.16,15258.3
Sweden,Europe,1972,8122293,74.72,17832.0
Sweden,Europe,1977,8251648,75.44,18855.7
Sweden,Europe,1982,8325260,76.42,20667.4
Sweden,Europe,1987,8421403,77.19,23586.9
Sweden,Europe,1992,8718867,78.16,23880.0
Sweden,Europe,1997,8897619,79.39,25266.6
Sweden,Europe,2002,8954175,80.04,29341.6
Sweden,Europe,2007,9031088,80.884,33859.7
Switzerland,Europe,1952,4815000,69.62,14734.2
Switzerland,Europe,1957,5126000,70.56,17909.5
Switzerland,Europe,1962,5666000,71.32,20431.1
Switzerland,Europe,1967,6063000,72.77,22966.1
Switzerland,Europe,1972,6401400,73.78,27195.1
Switzerland,Europe,1977,6316424,75.39,26982.3
Switzerland,Europe,1982,6468126,76.21,28397.7
Switzerland,Europe,1987,6649942,77.41,30281.7
Switzerland,Europe,1992,6995447,78.03,31871.5
Switzerland,Europe,1997,7193761,79.37,32135.3
Switzerland,Europe,2002,7361757,80.62,34481.0
Switzerland,Europe,2007,7554661,81.701,37506.4
Syria,Asia,1952,3661549,45.883,1643.5
Syria,Asia,1957,4149908,48.284,2117.2
Syria,Asia,1962,4834621,50.305,2193.0
Syria,Asia,1967,5680812,53.655,1881.9
Syria,Asia,1972,6701172,57.296,2571.4
Syria,Asia,1977,7932503,61.195,3195.5
Syria,Asia,1982,9410494,64.59,3761.8
Syria,Asia,1987,11242847,66.974,3116.8
Syria,Asia,1992,13219062,69.249,3340.5
Syria,Asia,1997,15081016,71.527,4014.2
Syria,Asia,2002,17155814,73.053,4090.9
Syria,Asia,2007,19314747,74.143,4184.5
Taiwan,Asia,1952,8550362,58.5,1206.9
Taiwan,Asia,1957,10164215,62.4,1507.9
Taiwan,Asia,1962,11918938,65.2,1822.9
Taiwan,Asia,1967,13648692,67.5,2643.9
Taiwan,Asia,1972,15226039,69.39,4062.5
Taiwan,Asia,1977,16785196,70.59,5596.5
Taiwan,Asia,1982,18501390,72.16,7426.4
Taiwan,Asia,1987,19757799,73.4,11054.6
Taiwan,Asia,1992,20686918,74.26,15215.7
Taiwan,Asia,1997,21628605,75.25,20206.8
Taiwan,Asia,2002,22454239,76.99,23235.4
Taiwan,Asia,2007,23174294,78.4,28718.3
Tanzania,Africa,1952,8322925,41.215,716.7
Tanzania,Africa,1957,9452826,42.974,698.5
Tanzania,Africa,1962,10863958,44.246,722.0
Tanzania,Africa,1967,12607312,45.757,848.2
Tanzania,Africa,1972,14706593,47.62,916.0
Tanzania,Africa,1977,17129565,49.919,962.5
Tanzania,Africa,1982,19844382,50.608,874.2
Tanzania,Africa,1987,23040630,51.535,831.8
Tanzania,Africa,1992,26605473,50.44,825.7
Tanzania,Africa,1997,30686889,48.466,789.2
Tanzania,Africa,2002,34593779,49.651,899.1
Tanzania,Africa,2007,38139640,52.517,1107.5
Thailand,Asia,1952,21289402,50.848,757.8
Thailand,Asia,1957,25041917,53.63,793.6
Thailand,Asia,1962,29263397,56.061,1002.2
Thailand,Asia,1967,34024249,58.285,1295.5
Thailand,Asia,1972,39276153,60.405,1524.4
Thailand,Asia,1977,44148285,62.494,1961.2
Thailand,Asia,1982,48827160,64.597,2393.2
Thailand,Asia,1987,52910342,66.084,2982.7
Thailand,Asia,1992,56667095,67.298,4616.9
Thailand,Asia,1997,60216677,67.521,5852.6
Thailand,Asia,2002,62806748,68.564,5913.2
Thailand,Asia,2007,65068149,70.616,7458.4
Togo,Africa,1952,1219113,38.596,859.8
Togo,Africa,1957,1357445,41.208,925.9
Togo,Africa,1962,1528098,43.922,1067.5
Togo,Africa,1967,1735550,46.769,1477.6
Togo,Africa,1972,2056351,49.759,1649.7
Togo,Africa,1977,2308582,52.887,1532.8
Togo,Africa,1982,2644765,55.471,1344.6
Togo,Africa,1987,3154264,56.941,1202.2
Togo,Africa,1992,3747553,58.061,1034.3
Togo,Africa,1997,4320890,58.39,982.3
Togo,Africa,2002,4977378,57.561,886.2
Togo,Africa,2007,5701579,58.42,883.0
Trinidad and Tobago,Americas,1952,662850,59.1,3023.3
Trinidad and Tobago,Americas,1957,764900,61.8,4100.4
Trinidad and Tobago,Americas,1962,887498,64.9,4997.5
Trinidad and Tobago,Americas,1967,960155,65.4,5621.4
Trinidad and Tobago,Americas,1972,975199,65.9,6619.6
Trinidad and Tobago,Americas,1977,1039009,68.3,7899.6
Trinidad and Tobago,Americas,1982,1116479,68.832,9119.5
Trinidad and Tobago,Americas,1987,1191336,69.582,7388.6
Trinidad and Tobago,Americas,1992,1183669,69.862,7371.0
Trinidad and Tobago,Americas,1997,1138101,69.465,8792.6
Trinidad and Tobago,Americas,2002,1101832,68.976,11460.6
Trinidad and Tobago,Americas,2007,1056608,69.819,18008.5
Tunisia,Africa,1952,3647735,44.6,1468.5
Tunisia,Africa,1957,3950849,47.1,1395.2
Tunisia,Africa,1962,4286552,49.579,1660.3
Tunisia,Africa,1967,4786986,52.053,1932.4
Tunisia,Africa,1972,5303507,55.602,2753.3
Tunisia,Africa,1977,6005061,59.837,3120.9
Tunisia,Africa,1982,6734098,64.048,3560.2
Tunisia,Africa,1987,7724976,66.894,3810.4
Tunisia,Africa,1992,8523077,70.001,4332.7
Tunisia,Africa,1997,9231669,71.973,4876.8
Tunisia,Africa,2002,9770575,73.042,5722.9
Tunisia,Africa,2007,10276158,73.923,7092.9
Turkey,Europe,1952,22235677,43.585,1969.1
Turkey,Europe,1957,25670939,48.079,2218.8
Turkey,Europe,1962,29788695,52.098,2322.9
Turkey,Europe,1967,33411317,54.336,2826.4
Turkey,Europe,1972,37492953,57.005,3450.7
Turkey,Europe,1977,42404033,59.507,4269.1
Turkey,Europe,1982,47328791,61.036,4241.4
Turkey,Europe,1987,52881328,63.108,5089.0
Turkey,Europe,1992,58179144,66.146,5678.3
Turkey,Europe,1997,63047647,68.835,6601.4
Turkey,Europe,2002,67308928,70.845,6508.1
Turkey,Europe,2007,71158647,71.777,8458.3
Uganda,Africa,1952,5824797,39.978,734.8
Uganda,Africa,1957,6675501,42.571,774.4
Uganda,Africa,1962,7688797,45.344,767.3
Uganda,Africa,1967,8900294,48.051,908.9
Uganda,Africa,1972,10190285,51.016,950.7
Uganda,Africa,1977,11457758,50.35,843.7
Uganda,Africa,1982,12939400,49.849,682.3
Uganda,Africa,1987,15283050,51.509,617.7
Uganda,Africa,1992,18252190,48.825,644.2
Uganda,Africa,1997,21210254,44.578,816.6
Uganda,Africa,2002,24739869,47.813,927.7
Uganda,Africa,2007,29170398,51.542,1056.4
United Kingdom,Europe,1952,50430000,69.18,9979.5
United Kingdom,Europe,1957,51430000,70.42,11283.2
United Kingdom,Europe,1962,53292000,70.76,12477.2
United Kingdom,Europe,1967,54959000,71.36,14142.9
United Kingdom,Europe,1972,56079000,72.01,15895.1
United Kingdom,Europe,1977,56179000,72.76,17428.7
United Kingdom,Europe,1982,56339704,74.04,18232.4
United Kingdom,Europe,1987,56981620,75.007,21664.8
United Kingdom,Europe,1992,57866349,76.42,22705.1
United Kingdom,Europe,1997,58808266,77.218,26074.5
United Kingdom,Europe,2002,59912431,78.471,29479.0
United Kingdom,Europe,2007,60776238,79.425,33203.3
United States,Americas,1952,157553000,68.44,13990.5
United States,Americas,1957,171984000,69.49,14847.1
United States,Americas,1962,186538000,70.21,16173.1
United States,Americas,1967,198712000,70.76,19530.4
United States,Americas,1972,209896000,71.34,21806.0
United States,Americas,1977,220239000,73.38,24072.6
United States,Americas,1982,232187835,74.65,25009.6
United States,Americas,1987,242803533,75.02,29884.4
United States,Americas,1992,256894189,76.09,32003.9
United States,Americas,1997,272911760,76.81,35767.4
United States,Americas,2002,287675526,77.31,39097.1
United States,Americas,2007,301139947,78.242,42951.7
Uruguay,Americas,1952,2252965,66.071,5716.8
Uruguay,Americas,1957,2424959,67.044,6150.8
Uruguay,Americas,1962,2598466,68.253,5603.4
Uruguay,Americas,1967,2748579,68.468,5444.6
Uruguay,Americas,1972,2829526,68.673,5703.4
Uruguay,Americas,1977,2873520,69.481,6504.3
Uruguay,Americas,1982,2953997,70.805,6920.2
Uruguay,Americas,1987,3045153,71.918,7452.4
Uruguay,Americas,1992,3149262,72.752,8137.0
Uruguay,Americas,1997,3262838,74.223,9230.2
Uruguay,Americas,2002,3363085,75.307,7727.0
Uruguay,Americas,2007,3447496,76.384,10611.5
Venezuela,Americas,1952,5439568,55.088,7689.8
Venezuela,Americas,1957,6702668,57.907,9802.5
Venezuela,Americas,1962,8143375,60.77,8423.0
Venezuela,Americas,1967,9709552,63.479,9541.5
Venezuela,Americas,1972,11515649,65.712,10505.3
Venezuela,Americas,1977,13503563,67.456,13144.0
Venezuela,Americas,1982,15620766,68.557,11152.4
Venezuela,Americas,1987,17910182,70.19,9883.6
Venezuela,Americas,1992,20265563,71.15,10733.9
Venezuela,Americas,1997,22374398,72.146,10165.5
